date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-05-15,3791.8,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-05-15,31.22,Bank Fee,Bank Fee,Mention employee.,Gates Ltd,expense,4
2024-05-16,13.51,Shopping,Clothing,Online purchase,Macys,expense,4
2024-05-16,41.6,Subscription,Subscription,Send age include.,Barrera Inc,expense,4
2024-05-17,449.82,Travel,Car Rental,Hotel stay,Hertz,expense,4
2024-05-19,27.83,Other,Other,Low water power.,Keller-Thomas,expense,4
2024-05-23,30.1,Food & Dining,Fast Food,Dinner,DoorDash,expense,4
2024-05-23,7.49,Shopping,Personal Care,Retail shopping,Best Buy,expense,4
2024-05-24,9.95,Shopping,Personal Care,Personal items,Best Buy,expense,4
2024-05-24,33.98,Bank Fee,Bank Fee,But affect.,Scott-Green,expense,4
2024-05-25,17.76,Entertainment,Movies,Subscription,Netflix,expense,4
2024-05-25,14.95,Shopping,Personal Care,Personal items,CVS,expense,4
2024-05-27,13.69,Food & Dining,Fast Food,Coffee,Whole Foods,expense,4
2024-05-30,1488.23,Housing,Mortgage,Property maintenance,Landlord,expense,4
2024-05-30,56.41,Transportation,Public Transit,Parking fee,Metro,expense,4
2024-05-30,133.21,Healthcare,Dental,Insurance,Kaiser Permanente,expense,4
2024-05-31,17.35,Shopping,Electronics,Personal items,CVS,expense,4
2024-06-01,3805.91,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-06-01,197.2,Utilities,Gas,Phone bill,Comcast,expense,4
2024-06-01,41.22,ATM Fee,ATM Fee,Back travel suddenly return lay.,"Jones, Boyd and Durham",expense,4
2024-06-02,239.18,Utilities,Internet,Internet bill,AT&T,expense,4
2024-06-02,28.34,Shopping,Electronics,Online purchase,Walgreens,expense,4
2024-06-03,26.85,Subscription,Subscription,Nature difference western.,Hill Ltd,expense,4
2024-06-04,22.93,Entertainment,Gaming,Subscription,PlayStation Store,expense,4
2024-06-04,9.08,Bank Fee,Bank Fee,Property under too woman tree.,Meyer-Bauer,expense,4
2024-06-05,46.41,Bank Fee,Bank Fee,No difficult true.,"Johnson, Mathis and Henson",expense,4
2024-06-07,9.45,Bank Fee,Bank Fee,Word the.,Hayes-Ford,expense,4
2024-06-09,1501.39,Housing,Maintenance,Mortgage payment,Landlord,expense,4
2024-06-09,44.45,Food & Dining,Coffee,Coffee,Whole Foods,expense,4
2024-06-09,42.7,Transportation,Parking,Parking fee,Uber,expense,4
2024-06-09,43.04,Subscription,Subscription,Arrive class.,Schmitt and Sons,expense,4
2024-06-10,23.66,ATM Fee,ATM Fee,Affect political easy.,Mitchell-Gray,expense,4
2024-06-11,22.86,Shopping,Home Goods,Online purchase,CVS,expense,4
2024-06-12,20.24,Entertainment,Music,Concert,Netflix,expense,4
2024-06-12,26.64,Subscription,Subscription,Sport leg focus.,"Harrison, Smith and Wallace",expense,4
2024-06-14,20.57,Entertainment,Movies,Concert,Steam,expense,4
2024-06-14,33.01,Bank Fee,Bank Fee,Recently this through.,"Hoffman, Brewer and Francis",expense,4
2024-06-15,3964.4,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-06-15,7.48,Subscription,Subscription,War physical marriage who push.,Parker and Sons,expense,4
2024-06-15,43.31,Subscription,Subscription,Perhaps eye remain turn.,Parker-Merritt,expense,4
2024-06-16,25.79,Entertainment,Gaming,Concert,Netflix,expense,4
2024-06-16,17.45,Shopping,Clothing,Online purchase,Walgreens,expense,4
2024-06-16,7.46,Other,Other,Officer season stop difference old.,Turner-Henderson,expense,4
2024-06-17,1560.71,Housing,HOA Fees,Rent payment,Home Depot,expense,4
2024-06-18,27.59,Transportation,Parking,Gas fill-up,Lyft,expense,4
2024-06-19,16.6,Food & Dining,Delivery,Dinner,Chipotle,expense,4
2024-06-19,63.58,Transportation,Public Transit,Parking fee,Metro,expense,4
2024-06-20,162.98,Healthcare,Insurance Premium,Insurance,CVS Pharmacy,expense,4
2024-06-22,1506.67,Housing,Maintenance,Rent payment,Landlord,expense,4
2024-06-22,27.31,ATM Fee,ATM Fee,Because individual environment step factor.,"Clark, Smith and Alvarado",expense,4
2024-06-22,36.91,Bank Fee,Bank Fee,Her maintain reflect company force.,"Stephens, Howard and Harris",expense,4
2024-06-23,7.38,Shopping,Books,Personal items,Amazon,expense,4
2024-06-23,26.75,Shopping,Home Goods,Retail shopping,Amazon,expense,4
2024-06-25,47.08,Food & Dining,Coffee,Dinner,Chipotle,expense,4
2024-06-25,25.44,Shopping,Books,Online purchase,Best Buy,expense,4
2024-06-26,117.7,Healthcare,Insurance Premium,Doctor visit,Kaiser Permanente,expense,4
2024-06-27,64.79,Transportation,Gas,Car payment,Honda Finance,expense,4
2024-06-27,21.05,Bank Fee,Bank Fee,Director data somebody.,"Rodriguez, Martinez and Cervantes",expense,4
2024-06-28,9.69,Entertainment,Movies,Concert,Spotify,expense,4
2024-06-29,20.3,Entertainment,Sports,Subscription,AMC Theaters,expense,4
2024-07-01,4038.39,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-07-01,13.28,Shopping,Books,Retail shopping,Macys,expense,4
2024-07-01,174.35,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,4
2024-07-02,36.65,Other,Other,Senior cost Mr success.,"Harper, Riley and Lopez",expense,4
2024-07-03,9.73,Entertainment,Gaming,Concert,PlayStation Store,expense,4
2024-07-04,219.99,Utilities,Phone,Phone bill,PG&E,expense,4
2024-07-07,26.47,Food & Dining,Restaurants,Coffee,Safeway,expense,4
2024-07-08,30.23,Shopping,Electronics,Retail shopping,Best Buy,expense,4
2024-07-09,40.75,Food & Dining,Fast Food,Coffee,Chipotle,expense,4
2024-07-09,21.28,Entertainment,Streaming,Subscription,PlayStation Store,expense,4
2024-07-09,19.48,ATM Fee,ATM Fee,Always industry middle.,Davis-Randolph,expense,4
2024-07-12,17.74,Transportation,Parking,Parking fee,Honda Finance,expense,4
2024-07-12,19.03,Transportation,Public Transit,Car payment,Uber,expense,4
2024-07-13,1614.28,Housing,Maintenance,Property maintenance,Landlord,expense,4
2024-07-13,21.81,Entertainment,Gaming,Subscription,AMC Theaters,expense,4
2024-07-15,3683.5,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-07-15,13.57,Other,Other,Amount well bar use challenge.,"Lewis, Cox and Nguyen",expense,4
2024-07-16,48.96,Other,Other,Age third travel.,Valdez PLC,expense,4
2024-07-18,24.81,ATM Fee,ATM Fee,Lose million picture.,"Adams, Oconnor and Stewart",expense,4
2024-07-18,17.86,Subscription,Subscription,Me story there when.,Wilson Group,expense,4
2024-07-20,47.65,Food & Dining,Coffee,Grocery shopping,McDonalds,expense,4
2024-07-20,48.3,Other,Other,Team since air end.,"Jones, Wilson and Watson",expense,4
2024-07-20,25.29,ATM Fee,ATM Fee,Else attorney.,"Walton, Ramirez and Hubbard",expense,4
2024-07-21,18.69,Transportation,Uber/Lyft,Parking fee,Uber,expense,4
2024-07-22,52.15,Transportation,Gas,Gas fill-up,Uber,expense,4
2024-07-22,24.93,Shopping,Electronics,Online purchase,CVS,expense,4
2024-07-23,22.59,Transportation,Car Payment,Car payment,Shell,expense,4
2024-07-23,10.01,Entertainment,Streaming,Subscription,PlayStation Store,expense,4
2024-07-23,46.39,Subscription,Subscription,In include into hair themselves.,"Peterson, Owen and Tran",expense,4
2024-07-26,25.38,Food & Dining,Groceries,Dinner,McDonalds,expense,4
2024-07-27,11.4,Shopping,Clothing,Personal items,Best Buy,expense,4
2024-07-28,1606.86,Housing,Mortgage,Property maintenance,Bank of America,expense,4
2024-07-28,139.9,Healthcare,Dental,Insurance,Dental Associates,expense,4
2024-07-28,15.72,Subscription,Subscription,Various themselves test nearly.,Gonzalez-Serrano,expense,4
2024-07-28,9.97,ATM Fee,ATM Fee,Drive realize investment.,"Hernandez, Jones and Gomez",expense,4
2024-07-29,75.4,Transportation,Public Transit,Car payment,Chevron,expense,4
2024-07-29,31.25,Shopping,Home Goods,Online purchase,Macys,expense,4
2024-07-29,13.09,ATM Fee,ATM Fee,Miss race start read financial.,Rodriguez-Thompson,expense,4
2024-07-30,39.4,Shopping,Electronics,Online purchase,Macys,expense,4
2024-07-31,39.51,Food & Dining,Delivery,Dinner,Whole Foods,expense,4
2024-08-01,3780.06,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-08-01,1738.76,Freelance,Freelance,Freelance project payment,Upwork,income,4
2024-08-01,1509.08,Housing,Mortgage,Mortgage payment,Wells Fargo,expense,4
2024-08-01,23.06,ATM Fee,ATM Fee,Fast section listen low.,Hubbard and Sons,expense,4
2024-08-02,8.83,Other,Other,Hard establish individual maybe.,Vazquez Ltd,expense,4
2024-08-03,72.19,Transportation,Gas,Car payment,Lyft,expense,4
2024-08-04,10.0,Food & Dining,Fast Food,Grocery shopping,DoorDash,expense,4
2024-08-04,20.2,Entertainment,Gaming,Concert,Netflix,expense,4
2024-08-05,31.17,Food & Dining,Groceries,Dinner,Safeway,expense,4
2024-08-06,20.76,Food & Dining,Groceries,Dinner,Chipotle,expense,4
2024-08-07,18.18,Bank Fee,Bank Fee,Individual style purpose hit.,Rodriguez-Gonzalez,expense,4
2024-08-07,39.9,ATM Fee,ATM Fee,Shoulder book sea at.,Steele-Thomas,expense,4
2024-08-09,239.77,Utilities,Gas,Phone bill,AT&T,expense,4
2024-08-10,1601.26,Housing,Rent,Mortgage payment,Home Depot,expense,4
2024-08-13,7.29,Entertainment,Streaming,Movie tickets,PlayStation Store,expense,4
2024-08-14,12.22,Transportation,Public Transit,Car payment,Shell,expense,4
2024-08-14,42.25,Subscription,Subscription,Serious miss itself.,Johnson PLC,expense,4
2024-08-15,3966.95,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-08-15,46.87,Transportation,Gas,Gas fill-up,Chevron,expense,4
2024-08-16,40.76396746048527,Shopping,Home Goods,Online purchase,Best Buy,expense,4
2024-08-16,22.05,Other,Other,Southern nearly whatever can last.,"Petersen, White and Lewis",expense,4
2024-08-16,29.39,Other,Other,First various.,"Austin, Adams and Mitchell",expense,4
2024-08-17,40.16,Food & Dining,Restaurants,Dinner,McDonalds,expense,4
2024-08-17,14.49,Bank Fee,Bank Fee,Address shoulder speak north call.,"Moore, Maddox and Church",expense,4
2024-08-18,63.07,Transportation,Public Transit,Parking fee,Shell,expense,4
2024-08-21,23.61,Entertainment,Music,Movie tickets,Spotify,expense,4
2024-08-21,9.47,Entertainment,Music,Movie tickets,Netflix,expense,4
2024-08-21,12.792228462737915,Shopping,Clothing,Online purchase,CVS,expense,4
2024-08-21,31.49,Subscription,Subscription,Ground school can score.,"Nguyen, Rogers and Hamilton",expense,4
2024-08-22,108.78,Healthcare,Pharmacy,Insurance,Kaiser Permanente,expense,4
2024-08-22,12.06,Other,Other,Add step hard where language.,"Johnson, Spears and Hayes",expense,4
2024-08-23,1549.05,Housing,Maintenance,Property maintenance,Wells Fargo,expense,4
2024-08-23,21.57,Transportation,Parking,Parking fee,Lyft,expense,4
2024-08-23,47.06,Other,Other,Position include step.,"Jenkins, Gilbert and Cohen",expense,4
2024-08-24,10.168470336137622,Shopping,Home Goods,Retail shopping,Walgreens,expense,4
2024-08-25,33.17421219298055,Shopping,Books,Online purchase,Walgreens,expense,4
2024-08-26,24.59,Entertainment,Gaming,Concert,Netflix,expense,4
2024-08-26,22.2,ATM Fee,ATM Fee,Actually nice else animal.,Wallace-Williams,expense,4
2024-08-27,51.04,Food & Dining,Delivery,Lunch,Chipotle,expense,4
2024-08-28,73.6,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,4
2024-08-29,33.29,ATM Fee,ATM Fee,Around draw under institution between.,Ford Inc,expense,4
2024-09-01,4012.4,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-09-03,46.29,Bank Fee,Bank Fee,Not letter choice somebody time.,Nguyen-Lee,expense,4
2024-09-04,54.94,Transportation,Car Payment,Parking fee,Shell,expense,4
2024-09-04,23.22,Other,Other,Woman police technology.,Nguyen Group,expense,4
2024-09-05,24.69,Food & Dining,Restaurants,Lunch,DoorDash,expense,4
2024-09-05,172.26,Utilities,Electric,Electric bill,PG&E,expense,4
2024-09-05,39.67,Bank Fee,Bank Fee,Start produce per full alone.,Diaz-Mason,expense,4
2024-09-05,38.68,Bank Fee,Bank Fee,Strategy job night consider issue.,Marshall Inc,expense,4
2024-09-06,7.44,Entertainment,Music,Movie tickets,PlayStation Store,expense,4
2024-09-07,7.17,Other,Other,Pressure industry piece.,"Parks, Hancock and Ponce",expense,4
2024-09-09,45.482227782569055,Shopping,Home Goods,Personal items,Macys,expense,4
2024-09-09,50.84235168068811,Shopping,Home Goods,Personal items,Best Buy,expense,4
2024-09-10,25.33,Subscription,Subscription,Ago financial happen participant.,Adams Inc,expense,4
2024-09-11,29.59,Food & Dining,Coffee,Grocery shopping,DoorDash,expense,4
2024-09-11,13.21,ATM Fee,ATM Fee,Rate effort artist.,Rose PLC,expense,4
2024-09-12,47.09251710490314,Shopping,Electronics,Online purchase,CVS,expense,4
2024-09-12,14.07,Subscription,Subscription,Market decade beat change.,Hale Ltd,expense,4
2024-09-14,45.38,Food & Dining,Fast Food,Coffee,Chipotle,expense,4
