date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-04-16,16.19,Shopping,Electronics,Personal items,Walgreens,expense,5
2024-04-17,7.83,Subscription,Subscription,Health production sea argue.,Griffin-Simmons,expense,5
2024-04-17,24.8,Bank Fee,Bank Fee,Enter page should fund again.,"French, Hernandez and Allen",expense,5
2024-04-18,5.52,Entertainment,Gaming,Movie tickets,Steam,expense,5
2024-04-18,24.82,ATM Fee,ATM Fee,When thousand this.,Estes-Smith,expense,5
2024-04-19,44.97,Transportation,Gas,Gas fill-up,Shell,expense,5
2024-04-19,206.7,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,5
2024-04-19,15.54,Subscription,Subscription,Daughter future.,"Kim, Morris and Baker",expense,5
2024-04-20,31.46,ATM Fee,ATM Fee,Surface agree.,Hartman Ltd,expense,5
2024-04-22,1712.0,Housing,Rent,Property maintenance,Bank of America,expense,5
2024-04-22,37.84,Bank Fee,Bank Fee,Cause resource.,Thompson-Lopez,expense,5
2024-04-23,7.8,Shopping,Electronics,Personal items,Macys,expense,5
2024-04-24,7.83,Bank Fee,Bank Fee,Throughout sort wide for.,Miller Ltd,expense,5
2024-04-26,39.12,Transportation,Public Transit,Parking fee,Metro,expense,5
2024-04-27,14.49,Food & Dining,Restaurants,Grocery shopping,Chipotle,expense,5
2024-04-28,70.41,Transportation,Parking,Car payment,Chevron,expense,5
2024-04-29,32.6,Food & Dining,Coffee,Grocery shopping,Uber Eats,expense,5
2024-04-30,34.31,Food & Dining,Restaurants,Dinner,Safeway,expense,5
2024-04-30,17.4,Other,Other,Out name because.,"Johnson, Long and Hines",expense,5
2024-04-30,13.86,Other,Other,Dream sound until measure.,Green and Sons,expense,5
2024-05-01,3893.26,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-05-01,24.92,ATM Fee,ATM Fee,Reveal enjoy employee.,"Weaver, Morris and Huerta",expense,5
2024-05-02,24.59,Bank Fee,Bank Fee,Other local eat.,"Gregory, Oliver and Dalton",expense,5
2024-05-03,44.99,Bank Fee,Bank Fee,Real interview easy number.,Coleman-Cooper,expense,5
2024-05-04,6.94,ATM Fee,ATM Fee,Spend finally form.,"Taylor, Suarez and Wright",expense,5
2024-05-05,17.75,Entertainment,Music,Movie tickets,Steam,expense,5
2024-05-06,48.87,Shopping,Clothing,Online purchase,Amazon,expense,5
2024-05-06,16.91,Other,Other,Staff event east.,"Best, Tucker and Martin",expense,5
2024-05-07,24.84,Food & Dining,Restaurants,Dinner,Chipotle,expense,5
2024-05-07,24.67,Transportation,Car Payment,Parking fee,Shell,expense,5
2024-05-07,29.71,Entertainment,Music,Subscription,Netflix,expense,5
2024-05-08,1633.01,Housing,Maintenance,Mortgage payment,Home Depot,expense,5
2024-05-08,48.8,Shopping,Books,Personal items,Amazon,expense,5
2024-05-10,49.33,Food & Dining,Restaurants,Lunch,Whole Foods,expense,5
2024-05-10,21.87,Entertainment,Gaming,Concert,AMC Theaters,expense,5
2024-05-12,1681.14,Housing,Mortgage,Property maintenance,Home Depot,expense,5
2024-05-14,228.5,Utilities,Water,Electric bill,Water Company,expense,5
2024-05-14,148.45,Healthcare,Dental,Doctor visit,CVS Pharmacy,expense,5
2024-05-15,4180.47,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-05-15,1793.25,Freelance,Freelance,Freelance project payment,Client B,income,5
2024-05-16,9.94,Entertainment,Movies,Movie tickets,Netflix,expense,5
2024-05-16,49.25,Bank Fee,Bank Fee,Need recently rise.,Cox-Grant,expense,5
2024-05-17,1682.72,Housing,Property Tax,Rent payment,Home Depot,expense,5
2024-05-17,20.42,Shopping,Home Goods,Online purchase,Amazon,expense,5
2024-05-17,21.66,Shopping,Home Goods,Retail shopping,CVS,expense,5
2024-05-17,39.96,Other,Other,Blue traditional natural mouth yet.,Woods PLC,expense,5
2024-05-18,205.88,Utilities,Internet,Internet bill,Verizon,expense,5
2024-05-18,26.62,Entertainment,Music,Movie tickets,PlayStation Store,expense,5
2024-05-19,59.84,Transportation,Parking,Car payment,Chevron,expense,5
2024-05-20,27.77,Transportation,Car Payment,Parking fee,Lyft,expense,5
2024-05-20,34.26,Other,Other,Camera why drug.,"Johnson, Aguilar and Williams",expense,5
2024-05-20,25.9,ATM Fee,ATM Fee,Yard purpose miss responsibility.,Young Ltd,expense,5
2024-05-22,61.9,Transportation,Parking,Parking fee,Metro,expense,5
2024-05-23,23.16,Food & Dining,Groceries,Lunch,Uber Eats,expense,5
2024-05-23,54.56,Food & Dining,Restaurants,Dinner,Safeway,expense,5
2024-05-25,15.49,Entertainment,Sports,Movie tickets,Spotify,expense,5
2024-05-26,28.09,Transportation,Gas,Parking fee,Metro,expense,5
2024-05-27,32.74,Food & Dining,Restaurants,Grocery shopping,Chipotle,expense,5
2024-05-27,45.43,Bank Fee,Bank Fee,Picture nor figure go hotel.,"Lutz, Henson and Munoz",expense,5
2024-05-27,30.39,Subscription,Subscription,Read radio.,Leonard LLC,expense,5
2024-05-29,32.02,Shopping,Books,Personal items,Amazon,expense,5
2024-05-29,22.59,Other,Other,Compare actually.,"Watson, Mccoy and Henderson",expense,5
2024-05-31,39.69,Food & Dining,Restaurants,Lunch,Starbucks,expense,5
2024-06-01,4209.59,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-06-01,75.21,Transportation,Gas,Parking fee,Chevron,expense,5
2024-06-03,41.86,Other,Other,Statement policy.,"Hernandez, Myers and Reynolds",expense,5
2024-06-04,1697.88,Housing,Rent,Mortgage payment,Landlord,expense,5
2024-06-04,29.41,Entertainment,Music,Movie tickets,Steam,expense,5
2024-06-04,35.58,Other,Other,Up himself wish work.,"Santos, Evans and Mullen",expense,5
2024-06-06,18.23,Entertainment,Streaming,Concert,Spotify,expense,5
2024-06-07,66.5,Transportation,Gas,Parking fee,Chevron,expense,5
2024-06-07,267.98,Utilities,Gas,Phone bill,Comcast,expense,5
2024-06-08,15.72,Food & Dining,Fast Food,Dinner,Whole Foods,expense,5
2024-06-09,30.61,Entertainment,Movies,Concert,Netflix,expense,5
2024-06-09,22.39,Entertainment,Sports,Movie tickets,AMC Theaters,expense,5
2024-06-09,172.74,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,5
2024-06-10,45.93,Shopping,Books,Personal items,Best Buy,expense,5
2024-06-11,7.0,ATM Fee,ATM Fee,Whose field sing.,"Torres, Martinez and Aguilar",expense,5
2024-06-14,25.62,Shopping,Home Goods,Retail shopping,Macys,expense,5
2024-06-15,4291.22,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-06-15,1022.87,Freelance,Freelance,Freelance project payment,Client B,income,5
2024-06-15,69.18,Transportation,Parking,Car payment,Honda Finance,expense,5
2024-06-15,22.46,Entertainment,Sports,Concert,Steam,expense,5
2024-06-15,39.95,Subscription,Subscription,Foreign main miss its seven.,Daugherty-Dudley,expense,5
2024-06-16,195.98,Healthcare,Doctor Visit,Prescription,CVS Pharmacy,expense,5
2024-06-16,8.86,Bank Fee,Bank Fee,Enjoy home physical not.,"Lee, Campbell and Shepard",expense,5
2024-06-18,1594.19,Housing,Property Tax,Mortgage payment,Home Depot,expense,5
2024-06-18,13.73,Food & Dining,Coffee,Coffee,Whole Foods,expense,5
2024-06-21,45.53,Shopping,Personal Care,Online purchase,Amazon,expense,5
2024-06-24,33.11,Food & Dining,Groceries,Grocery shopping,McDonalds,expense,5
2024-06-26,203.39,Utilities,Water,Internet bill,PG&E,expense,5
2024-06-27,1673.15,Housing,HOA Fees,Rent payment,Landlord,expense,5
2024-06-27,11.4,Bank Fee,Bank Fee,Rise summer pass number.,Robbins and Sons,expense,5
2024-06-28,49.29,Transportation,Parking,Parking fee,Metro,expense,5
2024-06-28,13.85,Entertainment,Music,Movie tickets,Steam,expense,5
2024-06-28,39.42,Shopping,Home Goods,Personal items,Walgreens,expense,5
2024-06-29,51.36,Food & Dining,Fast Food,Coffee,Whole Foods,expense,5
2024-06-29,40.67,Shopping,Clothing,Online purchase,CVS,expense,5
2024-06-30,42.66,Transportation,Parking,Parking fee,Shell,expense,5
2024-06-30,24.74,Transportation,Car Payment,Parking fee,Shell,expense,5
2024-07-01,4140.14,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-07-02,1634.64,Housing,Maintenance,Rent payment,Property Manager,expense,5
2024-07-02,14.67,Food & Dining,Restaurants,Coffee,Starbucks,expense,5
2024-07-03,269.42,Utilities,Gas,Internet bill,AT&T,expense,5
2024-07-04,25.02,Entertainment,Movies,Concert,Netflix,expense,5
2024-07-04,9.24,Other,Other,Perhaps station read research gun.,"Santiago, Ellis and Roberts",expense,5
2024-07-05,27.22,Entertainment,Music,Subscription,Spotify,expense,5
2024-07-06,15.34,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,5
2024-07-06,26.94,Bank Fee,Bank Fee,Law every poor.,Roman-Dunn,expense,5
2024-07-07,44.5,Bank Fee,Bank Fee,Debate table.,Jones Ltd,expense,5
2024-07-07,5.89,ATM Fee,ATM Fee,Hair win crime process.,Lewis-Caldwell,expense,5
2024-07-08,1651.48,Housing,Mortgage,Mortgage payment,Wells Fargo,expense,5
2024-07-08,39.0,Shopping,Personal Care,Online purchase,Macys,expense,5
2024-07-09,30.66,Entertainment,Streaming,Movie tickets,Spotify,expense,5
2024-07-09,15.09,Bank Fee,Bank Fee,Themselves campaign support last focus.,King Group,expense,5
2024-07-11,117.78,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,5
2024-07-12,283.33,Utilities,Internet,Phone bill,Comcast,expense,5
2024-07-14,26.33,Bank Fee,Bank Fee,Decade cold should better.,Rodriguez-Leblanc,expense,5
2024-07-15,3964.37,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-07-15,24.14,Other,Other,Explain address.,Vega-Green,expense,5
2024-07-16,23.64,Food & Dining,Fast Food,Coffee,Whole Foods,expense,5
2024-07-17,24.79,Subscription,Subscription,Imagine leg job.,"Myers, Meza and Chen",expense,5
2024-07-19,12.14,Bank Fee,Bank Fee,Among citizen sister our.,Macias PLC,expense,5
2024-07-20,22.04,Food & Dining,Delivery,Dinner,McDonalds,expense,5
2024-07-20,37.63,ATM Fee,ATM Fee,Religious term six.,Smith-Nunez,expense,5
2024-07-21,22.37,Entertainment,Movies,Subscription,PlayStation Store,expense,5
2024-07-22,57.44,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,5
2024-07-25,12.83,ATM Fee,ATM Fee,Manager edge read fact.,"Baldwin, Cox and Young",expense,5
2024-07-26,13.07,Bank Fee,Bank Fee,Million put every amount.,"Thompson, Walker and Brown",expense,5
2024-07-27,37.44,Shopping,Home Goods,Personal items,Best Buy,expense,5
2024-07-28,39.25,Transportation,Car Payment,Car payment,Lyft,expense,5
2024-07-28,35.37,ATM Fee,ATM Fee,Detail begin perform think short.,Moss Group,expense,5
2024-07-29,261.13,Utilities,Phone,Electric bill,PG&E,expense,5
2024-07-29,33.51,Shopping,Clothing,Personal items,Walgreens,expense,5
2024-07-30,1559.79,Housing,Maintenance,Mortgage payment,Home Depot,expense,5
2024-07-30,13.98,Shopping,Clothing,Retail shopping,Macys,expense,5
2024-07-30,21.63,Shopping,Electronics,Personal items,Macys,expense,5
2024-07-31,37.67,Transportation,Car Payment,Gas fill-up,Honda Finance,expense,5
2024-07-31,17.66,Transportation,Car Payment,Parking fee,Uber,expense,5
2024-07-31,20.45,Bank Fee,Bank Fee,Financial such girl.,Sullivan-Peterson,expense,5
2024-08-01,4187.91,Salary,Salary,Monthly salary payment,Tech Corp,income,5
2024-08-01,25.61,Entertainment,Sports,Concert,PlayStation Store,expense,5
2024-08-01,18.91,ATM Fee,ATM Fee,Service which light.,Lopez-Lewis,expense,5
2024-08-02,1628.67,Housing,Maintenance,Property maintenance,Landlord,expense,5
2024-08-03,1615.63,Housing,Rent,Property maintenance,Property Manager,expense,5
2024-08-03,36.63,Transportation,Gas,Car payment,Shell,expense,5
2024-08-03,7.65,Entertainment,Movies,Subscription,Netflix,expense,5
2024-08-05,32.2,Food & Dining,Groceries,Coffee,Chipotle,expense,5
2024-08-05,14.38,Food & Dining,Fast Food,Dinner,Whole Foods,expense,5
2024-08-05,167.33,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,5
2024-08-06,8.98,Food & Dining,Restaurants,Lunch,Safeway,expense,5
2024-08-08,32.872153547342016,Shopping,Electronics,Personal items,CVS,expense,5
2024-08-08,55.36420760205019,Shopping,Books,Online purchase,Macys,expense,5
2024-08-08,23.39,Bank Fee,Bank Fee,Month stop character back.,"Garcia, Rodriguez and Walters",expense,5
2024-08-11,143.64,Utilities,Water,Internet bill,Verizon,expense,5
2024-08-11,5.91,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,5
2024-08-12,38.57,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,5
2024-08-12,15.74,Transportation,Parking,Gas fill-up,Chevron,expense,5
2024-08-13,21.13,Subscription,Subscription,Those whatever reflect.,"Russell, Williams and Robinson",expense,5
2024-08-13,23.22,Other,Other,Economy voice paper.,"Powell, Lopez and Simmons",expense,5
2024-08-14,11.65,Entertainment,Sports,Movie tickets,Spotify,expense,5
2024-08-15,4282.1,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-08-16,45.92173665019625,Shopping,Personal Care,Online purchase,Best Buy,expense,5
2024-08-17,23.7716412397725,Shopping,Electronics,Retail shopping,Best Buy,expense,5
2024-08-17,131.71,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,5
2024-08-18,33.9,Bank Fee,Bank Fee,Image fast note.,Ramirez-Patel,expense,5
2024-08-19,11.251542489358677,Shopping,Clothing,Online purchase,Walgreens,expense,5
2024-08-20,28.55,Transportation,Gas,Gas fill-up,Lyft,expense,5
2024-08-26,55.77,Transportation,Gas,Parking fee,Lyft,expense,5
2024-08-27,25.635867397323103,Shopping,Electronics,Retail shopping,Walgreens,expense,5
2024-08-28,53.04,Transportation,Uber/Lyft,Gas fill-up,Honda Finance,expense,5
2024-08-30,1584.84,Housing,Rent,Rent payment,Home Depot,expense,5
2024-08-31,15.47,Entertainment,Music,Movie tickets,Netflix,expense,5
2024-09-01,4264.63,Salary,Salary,Monthly salary payment,Healthcare LLC,income,5
2024-09-01,7.9,Entertainment,Gaming,Concert,PlayStation Store,expense,5
2024-09-02,18.02,Food & Dining,Coffee,Lunch,Whole Foods,expense,5
2024-09-02,47.24,Other,Other,Ground social source.,Smith-Santiago,expense,5
2024-09-03,28.92,Transportation,Uber/Lyft,Car payment,Uber,expense,5
2024-09-05,25.68,Entertainment,Music,Movie tickets,Spotify,expense,5
2024-09-06,12.01,Other,Other,Bill money success.,"Watts, Robertson and Stevens",expense,5
2024-09-06,24.99,Bank Fee,Bank Fee,Song task.,"Price, Joyce and Valenzuela",expense,5
2024-09-08,48.25,Transportation,Parking,Car payment,Uber,expense,5
2024-09-08,13.89,Entertainment,Sports,Concert,Spotify,expense,5
2024-09-08,10.32,ATM Fee,ATM Fee,Part prepare.,Austin-Watkins,expense,5
2024-09-10,40.51,Transportation,Gas,Parking fee,Metro,expense,5
2024-09-10,270.8,Utilities,Phone,Internet bill,Verizon,expense,5
2024-09-12,42.07,Transportation,Public Transit,Car payment,Metro,expense,5
2024-09-12,129.6,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,5
2024-09-14,11.92,Food & Dining,Delivery,Coffee,Chipotle,expense,5
2024-09-15,4163.25,Salary,Salary,Monthly salary payment,Healthcare LLC,income,5
2024-09-15,1263.2,Freelance,Freelance,Freelance project payment,Client A,income,5
2024-09-15,20.51,Entertainment,Sports,Movie tickets,Spotify,expense,5
2024-09-15,23.74,Subscription,Subscription,Billion guess culture where.,Robertson LLC,expense,5
2024-09-16,21.7,Entertainment,Music,Movie tickets,Steam,expense,5
2024-09-19,22.23,Food & Dining,Fast Food,Coffee,Whole Foods,expense,5
2024-09-19,21.466178121854888,Shopping,Clothing,Online purchase,Walgreens,expense,5
2024-09-19,42.83,ATM Fee,ATM Fee,Nation play off girl stand.,Johnson-Huynh,expense,5
2024-09-20,50.97,Food & Dining,Coffee,Dinner,DoorDash,expense,5
2024-09-20,25.67,Bank Fee,Bank Fee,Save item social not.,Vargas-Davis,expense,5
2024-09-21,148.15,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,5
2024-09-21,204.75,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,5
2024-09-23,29.47,Other,Other,Somebody together television.,Brown-Crosby,expense,5
2024-09-24,1598.93,Housing,HOA Fees,Mortgage payment,Home Depot,expense,5
2024-09-26,38.078749679672704,Shopping,Books,Online purchase,Best Buy,expense,5
2024-09-27,20.83,Entertainment,Gaming,Concert,Netflix,expense,5
2024-09-28,29.198855852286684,Shopping,Electronics,Online purchase,Macys,expense,5
2024-09-29,70.2,Transportation,Public Transit,Parking fee,Chevron,expense,5
2024-09-30,44.09,Transportation,Public Transit,Parking fee,Uber,expense,5
2024-10-01,4087.58,Salary,Salary,Monthly salary payment,Finance Inc,income,5
2024-10-04,6.45,Entertainment,Sports,Movie tickets,AMC Theaters,expense,5
2024-10-04,10.02,Bank Fee,Bank Fee,Find now responsibility thus.,"Taylor, Curry and Henry",expense,5
